state,pws,city,updatedAt,views,latitude,longitude,elevation,type,distance
IL,KILPLAIN48,Plainfield,11,21,41.64,-88.209,0,AcuRite Pro Weather Center,435.19
IL,KILPLAIN26,Plainfield,13,67,41.64,-88.209,633,AcuRite Pro Weather Center,435.19
IA,KIAHARLA16,Harlan,60,26,41.64,-95.3,1000,AcuRite Pro Weather Center,181.314
IL,KILYORKV7,Yorkville,2,96,41.641,-88.439,594,AcuRite Pro Weather Center,426.33
IL,KILSANDW15,Sandwich,30,54,41.641,-88.627,673,AcuRite Pro Weather Center,419.549
IL,KILROMEO7,Romeoville,28,136,41.641,-88.06,561,Orion 420,441.461
IL,KILORLAN11,Orland Park,14 minutes,34,41.643,-87.918,696,AcuRite Pro Weather Center,447.79
IA,MLGNI4,Magnolia,,6,41.643,-95.783,,,162.491
IA,KIAURBAN22,Urbandale,28,216,41.643,-93.709,928,Davis Vantage Vue (Wireless),232.314
IA,KIAALTOO5,Altoona,4,127,41.643,-93.452,938,Ambient Weather WS-1001-WiFi (Wireless),241.458
IL,KILPLAIN56,Plainfield,7,15,41.644,-88.192,610,AcuRite Pro Weather Center,436.268
IL,KILOSWEG13,Oswego,6 minutes,25,41.644,-88.354,692,AcuRite Pro Weather Center,429.852
IL,KILOSWEG16,Oswego,6 minutes,9,41.644,-88.353,695,Netatmo,429.891
IA,KIAURBAN20,Urbandale,29,145,41.644,-93.759,947,AcuRite Pro Weather Center,230.834
IA,KIAIOWAC30,Iowa City,19,156,41.644,-91.565,709,Ambient Weather WS-1001-WiFi (Wireless),308.356
WY,KWYROCKS5,Rock Springs,8 minutes,43,41.645,-109.254,6430,Davis Vantage Pro2 (Cabled),187.193
IL,KILPLANO13,Plano,8 minutes,16,41.645,-88.468,625,AcuRite Pro Weather Center,425.649
IA,MRTPI4,Atalissa,5 minutes,15,41.645,-91.127,774,,325.622
IA,KIAURBAN15,Urbandale,10 minutes,13,41.645,-93.824,938,Netatmo,228.981
IA,KIAHARLA2,Harlan,60,89,41.645,-95.331,1260,,180.335
WY,MKBIT,Rock Springs,8,6,41.646,-108.582,7156,,175.989
IL,KILSUBLE2,Sublette,5,108,41.646,-89.231,927,Davis Vantage Pro 2 W/24 Hour Fan,396.163
WY,MD5394,Lagrange,,5,41.647,-104.262,,,79.287
IA,KIAHARLA12,Harlan,1,34,41.647,-95.334,1371,Ambient Weather WS-2090 (Wireless),180.382
WY,MWY40,Diamond,20,12,41.648,-104.847,5815,,97.967
NE,MHCHN1,Harrisburg,,2,41.649,-103.89,,,81.107
IL,KILYORKV9,Yorkville,3,27,41.649,-88.438,633,Davis Vantage Pro2 (Cabled),427.161
IL,KILPLAIN51,Plainfield,13,22,41.649,-88.211,620,AcuRite Pro Weather Center,435.984
IA,KIAIOWAC40,Iowa City,8,22,41.649,-91.486,741,LaCrosse,311.693
WY,MUP202,Granger,,5,41.65,-110.057,6356,,200.499
IL,KILROMEO4,Romeoville,2 minutes,115,41.65,-88.105,630,WMR 918,440.431
IA,KIAELDRI2,Eldridge,4 minutes,85,41.65,-90.595,774,Davis 6250 Vantage Vue,344.957
IL,KILLEMON11,Lemont,9 minutes,75,41.651,-88.024,758,Davis Vantage Pro2 (Wireless),443.947
IA,KIALOGAN3,Logan,5,41,41.651,-95.809,1096,AcuRite Pro Weather Center,162.516
IA,KIAALTOO7,Altoona,3,27,41.651,-93.446,896,AcuRite Pro Weather Center,242.477
IL,KILLEMON17,Lemont,9 minutes,11,41.652,-87.978,734,Netatmo,446.02
IA,KIAIOWAC22,Iowa City,5,238,41.652,-91.476,748,Davis Vantage Pro2 Plus (Wireless),312.359
WY,MUR344,Wamsutter,,4,41.653,-108.107,,,164.279
IL,MOBII2,Chicago,5,21,41.653,-87.567,574,,462.463
IL,KILPLAIN44,Plainfield,8,85,41.653,-88.227,659,AcuRite Pro Weather Center,435.728
IL,KILPALOS8,Palos Park,60,41,41.653,-87.834,738,AcuRite Pro Weather Center,452.47
IL,KILPALOS2,Palos Park,60,471,41.653,-87.827,686,Ambient Weather WS-1001-WiFi (Wireless),452.785
IL,KILBOLIN11,Bolingbrook,12,20,41.653,-88.169,650,Ambient Weather WS-1400-IP (Wireless),438.078
IL,KILBOLIN30,Bolingbrook,,39,41.653,-88.16,0,Rainwise MK-III,438.446
IA,KIANEWTO5,Newton,13,22,41.653,-93.102,876,AcuRite Pro Weather Center,257.283
IA,KIAIOWAC33,Iowa City,8,143,41.653,-91.509,706,AcuRite Pro Weather Center,311.256
IA,KIAGRIME9,Grimes,30,46,41.653,-93.818,1006,AcuRite Pro Weather Center,229.988
IL,KILYORKV2,Yorkville,2,87,41.654,-88.426,640,WS-2090,428.106
IA,KIAURBAN18,Urbandale,23,16,41.654,-93.821,950,Davis Vantage Pro2 Plus (Wireless),230.005
IA,KIAIOWAC16,Iowa City,16,33,41.655,-91.602,781,Davis,308.181
IA,KIAIOWAC36,Iowa City,17,38,41.655,-91.602,780,Wireless Vantage Pro 2 Plus,308.181
IA,KIAHARLA7,Harlan,,61,41.655,-95.333,1319,AcuRite Pro Weather Center,181.17
IA,KIADESMO26,Des Moines,16,55,41.655,-93.626,836,AcuRite Pro Weather Center,236.301
IL,KILPALOS5,Palos Park,60,70,41.656,-87.889,715,Davis Vantage Pro2 Plus (Wireless),450.296
IL,KILOSWEG6,Oswego,6 minutes,25,41.656,-88.309,695,Davis Vantage Pro2,432.777
IL,KILOSWEG23,Oswego,6 minutes,38,41.656,-88.3,725,Ambient Weather WS-1000 (Wireless),433.128
IA,KIAWILLI5,Williamsburg,3,26,41.656,-91.998,761,Davis Vantage Pro2 (Wireless),296.293
IL,KILLEMON22,Lemont,9 minutes,29,41.657,-88,751,other,445.547
IL,KILERIE2,Erie,7,97,41.657,-90.077,591,Davis Vantage Pro2 (Wireless),365.765
IA,MIOWI4,Iowa City,,6,41.657,-91.544,,,310.405
IL,KILPLANO11,Plano,8 minutes,87,41.658,-88.587,666,AcuRite Pro Weather Center,422.661
IL,KILPLAIN40,Plainfield,15,26,41.658,-88.195,643,Davis Vantage Pro2 Plus (Cabled),437.504
IA,KIAIOWAC20,Iowa City,7,56,41.658,-91.503,738,Iowa DNR,311.974
IA,KIAIOWAC31,Iowa City,60,92,41.659,-91.551,0,Wireless Vantage Pro 2 Plus,310.359
IL,MD9987,Plainfield,26,7,41.66,-88.213,669,,436.972
IL,KILOSWEG12,Oswego,6 minutes,203,41.66,-88.341,655,Davis Vantage Pro2 (Wireless),431.929
IA,MRTOI4,Berwick,3,66,41.66,-93.522,859,,240.499
IL,KILLELAN2,Leland,3,34,41.661,-88.777,741,Ambient Weather WS-1001-WiFi (Wireless),416.553
NE,KNEBRIDG1,Bridgeport,1 hour,49,41.663,-103.096,3666,Davis Vantage Pro 2,50.603
IA,KIANEWTO4,Newton,13,1281,41.664,-93.058,879,Ambient Weather WS-1400-IP (Wireless),259.918
IA,KIAWILLI3,Williamsburg,4,46,41.665,-92.017,820,Oregon Scientific WMR-968,296.753
IA,KIAGRIME6,Grimes,28,31,41.665,-93.773,950,Ambient Weather WS-800-IP,232.574
NE,KNEBRIDG4,Bridgeport,1 hour,26,41.666,-103.097,3681,AcuRite Pro Weather Center,50.268
IL,KILOSWEG21,Oswego,6 minutes,57,41.666,-88.338,662,Netatmo,432.635
IA,KIAIOWAC2,Iowa City,7,98,41.666,-91.485,797,Davis Vantage Pro2,313.427
IL,KILLEMON10,Lemont,9 minutes,3,41.668,-87.991,738,Illinois EPA,446.98
WY,MUP354,Rock River,,9,41.669,-105.811,,,114.092
IL,KILPLANO12,Plano,8 minutes,26,41.669,-88.497,0,Netatmo,426.981
IL,KILPALOS6,Palos Park,60,232,41.669,-87.833,705,Ambient Weather WS-1400-IP (Wireless),454.011
IL,KILLEMON19,Lemont,9 minutes,109,41.669,-88.015,600,AcuRite Pro Weather Center,446.048
IA,MAT395,Williamsburg,,11,41.669,-92.001,,,297.587
IA,MWBRI4,West Branch,,5,41.669,-91.35,,,318.808
IA,KIAPRINC2,Princeton,9,29,41.669,-90.35,722,AcuRite Pro Weather Center,355.813
IA,KIAJOHNS4,Johnston,8,236,41.669,-93.752,979,Davis Vantage Pro2 (Wireless),233.629
WY,MWY20,Elk Mountain,4,12,41.67,-106.371,7557,,126.795
IA,KIAJOHNS6,Johnston,8,187,41.67,-93.687,849,Ambient Weather WS-1001-WiFi (Wireless),235.79
NE,KNEBRIDG2,Bridgeport,1 hour,96,41.671,-103.1,3671,Davis Vantage Vue (Wireless),49.705
IL,KILPLAIN37,Plainfield,,35,41.671,-88.251,0,Netatmo,436.526
IL,KILALSIP3,Alsip,1,3,41.671,-87.732,606,Illinois EPA,458.56
IL,MLEMI2,Lemont,48,9,41.672,-88.029,583,,445.739
IL,KILWESTB2,West Brooklyn,27 minutes,80,41.672,-89.167,958,Ambient Weather WS-1001-WiFi (Wireless),401.283
IA,KIAGRIME4,Grimes,29,105,41.675,-93.767,958,Davis Vantage Pro2 (Wireless),233.79
IA,MCRAI4,Coralville,,5,41.677,-91.599,,,310.511
IA,KIAWESTB6,West Branch,28,314,41.677,-91.366,774,AcuRite Pro Weather Center,318.976
WY,MAN686,Red Desert,,3,41.678,-108.024,,,159.202
IL,KILALSIP4,Alsip,1,74,41.679,-87.733,607,AcuRite Pro Weather Center,459.34
IA,KIAPRINC3,Princeton,9,67,41.68,-90.35,627,AcuRite Pro Weather Center,356.897
WY,MWY12,Point Of Rocks,5,3,41.682,-108.801,6632,,173.85
IA,KIAJOHNS10,Johnston,7,32,41.682,-93.695,843,Netatmo,236.76
IL,KILOSWEG15,Oswego,6 minutes,115,41.683,-88.327,659,AcuRite Pro Weather Center,434.733
IL,KILALSIP2,Alsip,1,157,41.683,-87.764,617,Davis Vantage Vue (Wireless),458.434
IA,ME5148,Dallas Center,60,17,41.684,-93.961,1098,,229.372
NE,MCMRN1,Bayard,,2,41.685,-103.394,,,53.349
IL,MIL049,Montgomery,,3,41.685,-88.356,,,433.819
IL,MIL007,Montgomery,,4,41.685,-88.356,,,433.819
IL,KILBOLIN16,Bolingbrook,2,104,41.686,-88.098,669,Davis Vantage Pro2 Plus (Wireless),444.187
IA,MPANI4,Panora,,5,41.687,-94.371,,,215.056
IA,KIAGRIME8,Grimes,29,651,41.687,-93.794,974,AcuRite Pro Weather Center,234.227
IL,KILPAWPA2,Paw Paw,6,50,41.688,-88.978,938,Davis Vantage Vue (Wireless),410.778
IL,KILCHICA463,Chicago,15,87,41.688,-87.606,623,AcuRite Pro Weather Center,464.599
IA,MRWBI4,Williamsburg,14,10,41.688,-92.009,852,,299.297
IA,MGRMI4,Johnston,,4,41.688,-93.736,,,236.083
IA,MAS779,Dallas Center,,4,41.688,-93.967,,,229.647
IL,MC8740,Montgomery,,6,41.689,-88.372,,,433.607
IA,MUP451,Mondamin,,8,41.69,-96.021,1020,,161.187
IA,KIAJOHNS13,Johnston,7,12,41.69,-93.693,0,Netatmo,237.644
IL,KILOSWEG26,Oswego,6 minutes,35,41.691,-88.388,646,Ambient Weather WS-1400-IP (Wireless),433.201
IA,KIAANKEN11,Ankeny,35,6,41.691,-93.613,905,Netatmo,240.391
WY,MUP206,Red Desert,,7,41.692,-107.782,7058,,151.895
IL,KILNAPER78,Naperville,12,30,41.692,-88.207,663,AcuRite Pro Weather Center,440.327
IL,KILCHICA495,Chicago,6,143,41.692,-87.533,600,Davis Vantage Pro2 (Wireless),467.592
IA,KIACORAL5,Coralville,48,165,41.692,-91.58,787,Oregon Scientific,312.68
IA,KIAPANOR4,Panora,29,109,41.693,-94.36,1053,Ambient Weather WS-1400-IP (Wireless),216.09
IL,MAU896,Chicago,2 minutes,8,41.694,-87.671,613,,462.957
IL,MAT367,Chicago,,8,41.694,-87.683,,,462.548
IL,KILCHICA119,Chicago,34,229,41.694,-87.687,616,Davis,462.413
IL,KILOSWEG24,Oswego,6 minutes,36,41.695,-88.31,656,AcuRite Pro Weather Center,436.57
IL,KILOAKLA7,Oak Lawn,34,349,41.695,-87.747,600,Ambient Weather WS-1400-IP (Wireless),460.324
IA,KIAGRIME5,Grimes,31,31,41.695,-93.787,107507,AcuRite Pro Weather Center,235.264
NE,KNECRAIG2,Craig,22,69,41.696,-96.362,1290,Davis Vantage Pro 2,152.642
IL,MC3954,Naperville,,7,41.696,-88.229,,,439.84
IL,KILOAKLA12,Oak Lawn,4 minutes,148,41.696,-87.731,0,AcuRite Pro Weather Center,461.137
IA,MD3016,Des Moines,,4,41.696,-93.62,,,240.661
IL,KILBOLIN15,Bolingbrook,12,49,41.697,-88.134,673,LaCross HW Pro,443.766
IA,MRGRI4,Grinnell,12,39,41.697,-92.726,921,,272.467
IA,KIANEWTO3,Newton,13,122,41.697,-93.04,943,Davis Vantage Pro 2 with Weatherlink,263.858
NE,MMLKN1,Gering,,3,41.698,-103.937,,,74.887
NE,KNELEIGH2,Leigh,4 minutes,47,41.698,-97.264,1672,Davis Vantage Pro2 (Wireless),126.307
IL,KILOSWEG19,Oswego,6 minutes,79,41.698,-88.302,663,AcuRite Pro Weather Center,437.174
IA,KIAHARLA5,Harlan,60,48,41.698,-95.38,1398,Davis Vantage Pro2 (Wireless),183.113
IL,KILOSWEG14,Oswego,6 minutes,25,41.699,-88.363,653,Bloomsky,434.936
IA,ME5218,Brooklyn,,4,41.699,-92.447,,,282.204
IA,KIATIPTO7,Tipton,0,34,41.699,-91.184,780,Ambient Weather WS-1400-IP (Wireless),328.389
IA,KIALONGG2,Long Grove,4 minutes,5,41.699,-90.522,757,Iowa DNR,352.449
IA,KIACORAL10,Coralville,49,104,41.699,-91.595,741,AcuRite Pro Weather Center,312.877
IL,KILOSWEG25,Oswego,6 minutes,46,41.7,-88.332,663,AcuRite Pro Weather Center,436.216
IL,MD7369,Bolingbrook,,3,41.701,-88.105,,,445.343
IL,KILNAPER85,Naperville,20,74,41.701,-88.214,673,Davis Vantage Vue (Wireless),440.925
IL,KILBRIST2,Bristol,36,15,41.701,-88.399,669,AcuRite Pro Weather Center,433.78
IA,KIACORAL9,Coralville,49,19,41.701,-91.566,676,AcuRite Pro Weather Center,314.072
IL,MC3332,Chicago,,3,41.702,-87.685,,,463.292
IL,KILNAPER44,Naperville,15,9,41.702,-88.221,685,Netatmo,440.744
IL,KILAUROR29,Aurora,2 minutes,66,41.702,-88.259,709,AcuRite Pro Weather Center,439.243
NE,MNE048,Snyder,7 minutes,15,41.704,-96.709,1269,,138.989
IA,MSNEI4,Newton,,8,41.704,-93.028,,,264.888
IA,MSAYI4,Johnston,17,8,41.704,-93.689,908,,239.207
IA,KIAGRIME7,Grimes,30,26,41.704,-93.798,928,AcuRite Pro Weather Center,235.877
IA,KIACORAL8,Coralville,49,87,41.704,-91.553,735,Ambient Weather WS-1400-IP (Wireless),314.824
IL,KILCHICA320,Chicago,2,54,41.705,-87.536,598,Ambient Weather WS-1400-IP (Wireless),468.787
IL,KILAUROR75,Aurora,2 minutes,6,41.705,-88.26,663,Ambient Weather WS-1400-IP (Wireless),439.498
IL,KILOSWEG27,Oswego,60,19,41.706,-88.308,643,La Crosse Technology 330-2315 Professional Weather Station,437.73
IA,KIAGRINN3,Grinnell,1,42,41.706,-92.77,994,Ambient Weather WS-1200-IP (Wireless),272.052
IL,KILBOLIN32,Bolingbrook,2,58,41.707,-88.063,721,AcuRite Pro Weather Center,447.663
IA,KIAANKEN19,Ankeny,2,128,41.707,-93.558,935,Davis Vantage Vue (Wireless),243.912
IL,KILNAPER26,Naperville,16,32,41.708,-88.181,662,Netatmo,442.927
IL,KILAUROR22,Aurora,2 minutes,29,41.708,-88.247,696,AcuRite Pro Weather Center,440.302
IA,KIABONDU5,Bondurant,6,51,41.708,-93.471,942,AcuRite Pro Weather Center,247.162
IL,KILBOLIN31,Bolingbrook,37,39,41.709,-88.106,643,AcuRite Pro Weather Center,446.074
IA,KIAIOWAC23,Iowa City,17,203,41.71,-91.478,755,AcuRite Pro Weather Center,318.08
IA,KIADALLA7,Dallas Center,5 minutes,248,41.71,-93.931,1100,Davis Vantage Vue (Wireless),232.879
WY,MUP262,Wamsutter,,26,41.711,-107.732,7048,,148.922
IA,KIAHARLA4,Harlan,2,32,41.711,-95.291,1378,other,188.289
IL,KILAUROR45,Aurora,2 minutes,16,41.712,-88.248,696,AcuRite Pro Weather Center,440.654
IA,KIAHARLA11,Harlan,60,35,41.712,-95.292,1355,AcuRite Pro Weather Center,188.337
IL,KILNAPER86,Naperville,13,53,41.713,-88.23,686,AcuRite Pro Weather Center,441.461
IA,MSAUI4,Audubon,,14,41.713,-94.922,1397,,199.208
IA,KIAIOWAC32,Iowa City,14,28,41.713,-91.519,0,Netatmo,316.92
NE,MUP023,Bayard,1 hour,2,41.714,-103.23,3719,,45.884
IL,KILPALOS4,Palos Hills,6 minutes,100,41.714,-87.84,712,Davis Pro II,457.921
IL,KILNAPER81,Naperville,14,35,41.714,-88.185,0,Netatmo,443.35
IA,KIAADEL1,Adel,12,263,41.714,-94.063,1100,Davis Vantage Pro,230.2
IL,MAP878,Chicago,10,19,41.715,-87.728,619,,463.049
IL,KILWOODR16,Woodridge,2 minutes,30,41.715,-88.017,740,Davis Vantage Pro2 (Wireless),450.359
IL,KILOSWEG9,Oswego,6 minutes,69,41.715,-88.312,663,,438.462
IL,KILNAPER96,Naperville,45,9,41.715,-88.145,666,AcuRite Pro Weather Center,445.061
IL,KILCHICA419,Chicago,7 minutes,16,41.715,-87.678,679,Netatmo,464.848
IL,KILNAPER32,Naperville,2 minutes,11,41.716,-88.126,685,Netatmo,445.931
IL,KILCHICA509,Chicago,9 minutes,54,41.716,-87.676,660,Netatmo Weather Station,465.017
IL,KILCHICA376,Chicago,7 minutes,56,41.716,-87.676,672,Netatmo,465.017
NE,KNEGERIN4,Gering,6,384,41.717,-103.673,4360,Davis Vantage Pro2 (Cabled),64.164
IL,KILNAPER22,Naperville,12,72,41.717,-88.18,696,,443.843
IL,MC6091,Oak Lawn,,3,41.718,-87.779,,,461.019
IL,KILLEMON12,Lemont,42,12,41.718,-88.001,754,Netatmo,451.323
IL,KILAUROR63,Aurora,2 minutes,184,41.718,-88.26,709,AcuRite Pro Weather Center,440.772
IL,KILAUROR54,Aurora,2 minutes,35,41.718,-88.239,700,AcuRite Pro Weather Center,441.596
IA,MOXFI4,Oxford,,7,41.718,-91.74,,,310.12
IA,MSVUB1,Audubon,,6,41.718,-94.932,,,199.49
IL,MAS766,Montgomery,,4,41.719,-88.342,,,437.71
IL,KILBOLIN27,Bolingbrook,37,388,41.719,-88.042,784,Davis Vantage Pro2 Plus (Wireless),449.693
IL,KILAMBOY4,Amboy,10,109,41.719,-89.331,750,AcuRite Pro Weather Center,399.396
IL,KILNAPER61,Naperville,2 minutes,15,41.72,-88.148,666,Netatmo,445.424
IL,KILAUROR70,Aurora,2 minutes,53,41.72,-88.275,689,Bloomsky,440.384
IA,MUP109,Woodbine,,8,41.72,-95.721,1046,,172.364
IA,KIAPANOR3,Panora,29,44,41.721,-94.39,1089,Ambient Weather WS-1400-IP (Wireless),217.57
IL,KILBOLIN29,Bolingbrook,2,20,41.722,-88.095,722,AcuRite Pro Weather Center,447.782
IA,KIAJOHNS14,Johnston,7,83,41.722,-93.716,948,Ambient Weather WS-1400-IP (Wireless),240.207
WY,MHWKW4,Hawk Springs,8,6,41.723,-104.215,4434,,70.473
IL,KILWILLO13,Willow Springs,42,15,41.723,-87.904,623,Netatmo,455.961
IL,KILMONTG6,Montgomery,60,31,41.724,-88.405,666,Netatmo,435.841
IL,KILOAKLA6,Oak Lawn,34,160,41.725,-87.743,623,AcuRite Pro Weather Center,463.297
IA,MCRVI4,Iowa City,7,24,41.725,-91.528,777,,317.813
IL,KILWILLO15,Willow Springs,42,46,41.727,-87.884,709,AcuRite Pro Weather Center,457.211
IL,KILOAKLA11,Oak Lawn,34,509,41.727,-87.778,614,AcuRite Pro Weather Center,461.905
IL,KILNAPER16,Naperville,2 minutes,82,41.728,-88.116,699,Davis Vantage Pro2 (Wireless),447.501
IA,KIACONRO2,Conroy,33,47,41.729,-91.997,874,other,303.661
IL,MCMTI2,Chicago,,19,41.73,-87.538,,,471.224
IA,KIAANKEN24,Ankeny,34,109,41.73,-93.64,952,AcuRite Pro Weather Center,243.455
IL,KILBURRR5,Burr Ridge,7 minutes,6,41.731,-87.932,715,Netatmo,455.509
IA,KIAPOLKC2,Polk City,0,95,41.731,-93.662,990,Davis Vantage Pro2,242.841
IL,MAT062,Hickory Hills,,16,41.732,-87.846,701,,459.35
IL,KILWILLO5,Willow Springs,42,52,41.732,-87.877,630,AcuRite Pro Weather Center,457.989
IA,MSAKI4,Ankeny,,4,41.732,-93.623,,,244.22
IA,KIAAUDUB1,Audubon,26,96,41.732,-94.935,1385,Vantage Pro2,200.902
IA,KIAANKEN26,Ankeny,35,53,41.733,-93.662,990,AcuRite Pro Weather Center,243.045
WY,MWY16,Walcott,1,4,41.734,-106.648,7360,,123.625
IL,KILWOODR6,Woodridge,4,15,41.735,-88.044,761,Netatmo,451.146
IL,KILNAPER77,Naperville,2 minutes,54,41.735,-88.108,728,AcuRite Pro Weather Center,448.505
IL,KILNAPER95,Naperville,2 minutes,18,41.735,-88.108,722,Bloomsky,448.505
IL,KILDARIE9,Darien,7,25,41.735,-88.024,761,AcuRite Pro Weather Center,451.982
IL,KILAUROR44,Aurora,36,24,41.735,-88.252,722,Davis Vantage Pro2 (Cabled),442.752
IL,KILAUROR46,Aurora,6,27,41.735,-88.261,689,AcuRite Pro Weather Center,442.401
IA,KIAANKEN6,Ankeny,33,41,41.735,-93.659,998,AcuRite Pro Weather Center,243.347
IA,KIAWOODB2,Woodbine,4 minutes,23,41.736,-95.702,1102,Davis Vantage Pro 2,174.615
IA,KIABROOK2,Brooklyn,0,51,41.736,-92.443,866,AcuRite Pro Weather Center,286.034
IL,MC2741,Chicago,,3,41.737,-87.712,,,465.822
IL,KILWILLO12,Willow Springs,42,80,41.737,-87.859,656,Ambient Weather WS-1400-IP (Wireless),459.25
IL,ME0823,Willow Springs,,4,41.738,-87.904,,,457.383
IA,KIANORTH12,North Liberty,21,96,41.738,-91.611,761,Davis Vantage Pro2 (Wireless),316.303
IA,KIAANKEN18,Ankeny,32,20,41.738,-93.66,0,AcuRite Pro Weather Center,243.622
IL,KILDOWNE11,Downers Grove,3 minutes,26,41.74,-87.988,764,Netatmo,453.977
IA,KIAWOODB6,Woodbine,4 minutes,16,41.74,-95.705,1102,Netatmo,174.927
IA,KIAHARLA14,Harlan,60,38,41.74,-95.326,1297,AcuRite Pro Weather Center,189.441
IL,KILNAPER53,Naperville,,22,41.741,-88.156,705,Netatmo,447.141
IL,KILAUROR28,Aurora,4 minutes,21,41.741,-88.262,675,Netatmo,442.951
IA,KIAANKEN21,Ankeny,35,23,41.741,-93.664,977,LaCrosse,243.801
IL,KILNAPER94,Naperville,2 minutes,23,41.742,-88.098,715,AcuRite Pro Weather Center,449.591
IL,KILAUROR65,Aurora,3,25,41.742,-88.221,692,AcuRite Pro Weather Center,444.652
IA,KIASOLON5,Solon,47,30,41.742,-91.504,823,AcuRite Pro Weather Center,320.367
IA,KIANORTH13,North Liberty,20,27,41.742,-91.597,755,AcuRite Pro Weather Center,317.177
IA,KIANORTH19,North Liberty,22,6,41.742,-91.59,768,other,317.411
IA,KIAANKEN27,Ankeny,1,16,41.742,-93.571,940,AcuRite Pro Weather Center,246.992
IA,KIAANKEN4,Ankeny,36,81,41.742,-93.644,933,AcuRite Pro Weather Center,244.549
IL,KILAUROR24,Aurora,12 minutes,168,41.743,-88.361,679,AcuRite Pro Weather Center,439.368
IL,KILNAPER9,Naperville,2 minutes,431,41.745,-88.143,694,Davis Vantage Pro,448.053
IL,KILAUROR74,Aurora,0,21,41.746,-88.243,688,Netatmo,444.182
IA,KRIAGRIN2,Grinnell,3,1104,41.746,-92.704,1014,Davis Vantage Pro 2 Plus,278.199
IL,KILHARMO2,Harmon,8 minutes,43,41.747,-89.584,664,,393.068
IL,KILBURRR4,Burr Ridge,11,308,41.747,-87.898,692,AcuRite Pro Weather Center,458.496
IL,KILNAPER35,Naperville,2 minutes,10,41.748,-88.091,744,Netatmo,450.458
IA,KIANORTH17,North Liberty,22,51,41.748,-91.617,787,Bloomsky,317.124
IL,KILAUROR73,Aurora,6,52,41.749,-88.24,686,AcuRite Pro Weather Center,444.593
IA,MLADI4,Ladora,,7,41.749,-92.182,,,297.535
IA,KIAANKEN25,Ankeny,35,103,41.749,-93.604,909,Ambient Weather WS-1001-WiFi (Wireless),246.583
WY,MH0116,Chugwater,,3,41.75,-104.83,,,88.195
IL,ME2990,Downers Grove,,3,41.75,-88.033,,,453.046
IL,KILAUROR56,Aurora,3,27,41.75,-88.253,699,AcuRite Pro Weather Center,444.185
IL,KILAUROR76,Aurora,8,14,41.75,-88.238,709,AcuRite Pro Weather Center,444.769
WY,KWYGRANG2,Granger,,6,41.751,-109.79,6466,Wyoming Department of Environmental Quality,186.623
IL,KILDIXON7,Dixon,22,72,41.751,-89.438,778,Davis Vantage Vue,398.599
IL,KILWOODR1,Woodridge,3,89,41.752,-88.05,752,Ambient Weather,452.533
IL,KILBIGRO4,Big Rock,1,28,41.752,-88.507,699,AcuRite Pro Weather Center,434.94
IA,KIANORTH21,North Liberty,20,160,41.752,-91.617,541,other,317.532
WY,MWY18,Elk Mountain,4,3,41.753,-106.511,7547,,119.087
IL,KILWOODR9,Woodridge,4,20,41.753,-88.044,761,Netatmo,452.878
IL,KILAUROR60,Aurora,36,67,41.754,-88.239,689,Davis Vantage Pro2 (Wireless),445.123
IA,KIAOXFOR4,Oxford,35,27,41.754,-91.719,771,,314.481
IL,KILCHICA153,Chicago,22,3,41.755,-87.714,626,Illinois EPA,467.406
IL,KILAUROR35,Aurora,7,39,41.755,-88.249,712,Ambient Weather WS-1400-IP (Wireless),444.831
IL,KILCHICA151,Chicago,18,3,41.756,-87.545,610,Illinois EPA,473.589
IL,KILAUROR12,Aurora,12 minutes,234,41.756,-88.325,0,Vantage Pro2,442.013
IL,KILNAPER70,Naperville,2,45,41.757,-88.128,722,Ambient Weather WS-1001-WiFi (Wireless),449.824
IL,KILSUGAR3,Sugar Grove,6 minutes,18,41.758,-88.491,685,Netatmo,436.111
IL,KILNAPER84,Naperville,34,290,41.758,-88.144,672,Davis Vantage Pro2 (Wireless),449.277
IL,KILDARIE7,Darien,3 minutes,51,41.758,-87.974,754,Netatmo,456.29
IL,KILWOODR11,Woodridge,4,28,41.759,-88.046,738,Netatmo,453.373
IL,KILBURRR1,Burr Ridge,11,37,41.759,-87.899,675,Davis Vantage Pro2,459.591
IL,MAT645,Aurora,12 minutes,18,41.76,-88.364,721,,440.942
NE,MRESN1,Lisco,7 minutes,11,41.761,-102.438,3896,,29.674
IL,KILDOWNE18,Downers Grove,14,130,41.761,-88.01,812,AcuRite Pro Weather Center,455.063
IA,MRAKI4,Elkhart,3,9,41.762,-93.57,865,,249.051
IL,KILWOODR4,Woodridge,3,148,41.764,-88.052,755,,453.606
IA,KIANORTH22,North Liberty,22,114,41.764,-91.633,778,Ambient Weather WS-1400-IP (Wireless),318.234
IL,MD1973,Downers Grove,4,19,41.766,-88.059,731,,453.51
IL,KILNAPER69,Naperville,34,414,41.766,-88.147,692,Ambient Weather WS-1400-IP (Wireless),449.934
IL,MBFPA1,Naperville,,6,41.767,-88.144,,,450.152
IL,MBFPA2,Naperville,,7,41.767,-88.143,,,450.192
IA,MDEWI4,Long Grove,,7,41.767,-90.535,,,358.853
IL,MC9647,Summit Argo,,3,41.768,-87.816,,,464.063
IA,KIATIPTO3,Tipton,0,184,41.768,-91.129,823,Davis Vantage Pro2 Plus (Wireless),337.313
IL,MD9836,Shabbona,,25,41.769,-88.872,,,423.06
